start_frame,0,1,2,3,4,5,6,7
0,1.1302276849746704,-0.8845241069793701,0.576522707939148,-0.45063072443008423,0.8311697840690613,-0.16383454203605652,-0.3936147093772888,-1.126282811164856
1,1.1567445993423462,-0.8502659201622009,0.5318962335586548,-0.5502656698226929,0.8322848677635193,-0.156390979886055,-0.37458547949790955,-1.1505100727081299
2,1.1305440664291382,-0.8406970500946045,0.5632452964782715,-0.5197368860244751,0.835965096950531,-0.15912839770317078,-0.39993974566459656,-1.1569797992706299
3,1.065112590789795,-0.7909018993377686,0.6263133883476257,-0.3655647933483124,0.8319476246833801,-0.17793753743171692,-0.49160197377204895,-1.1256240606307983
4,1.0386221408843994,-0.7596352100372314,0.6458500027656555,-0.2909304201602936,0.8069237470626831,-0.21264123916625977,-0.5234330892562866,-1.11640202999115
5,0.9972332119941711,-0.7367293834686279,0.6867461204528809,-0.2129991054534912,0.759261429309845,-0.24802398681640625,-0.560008704662323,-1.1411807537078857
6,0.9280287623405457,-0.714522659778595,0.7385953068733215,-0.11602021753787994,0.7079287171363831,-0.27932849526405334,-0.6197136044502258,-1.1832817792892456
7,0.8383305072784424,-0.7002591490745544,0.86388099193573,0.08340341597795486,0.49281761050224304,-0.30415859818458557,-0.6958159804344177,-1.2283201217651367
8,0.7755348682403564,-0.6729705929756165,0.8928844928741455,0.22693577408790588,0.34442469477653503,-0.3433043360710144,-0.7384933829307556,-1.2330821752548218
9,0.7031493186950684,-0.6174370646476746,0.8875136971473694,0.4937915802001953,0.11372986435890198,-0.41837427020072937,-0.8902217149734497,-1.2313783168792725
10,0.6071511507034302,-0.6146582365036011,0.8764669299125671,0.7228316068649292,-0.05692412704229355,-0.5078205466270447,-0.9245517253875732,-1.2387648820877075
11,0.5432327389717102,-0.6186442971229553,0.8389284014701843,0.9138278961181641,-0.1683787703514099,-0.5699456930160522,-0.835997998714447,-1.2280523777008057
12,0.4732878506183624,-0.6448520421981812,0.8624460697174072,1.110298752784729,-0.2987132668495178,-0.6192842125892639,-0.695664644241333,-1.2325817346572876
13,0.42413780093193054,-0.6029248237609863,0.8940945863723755,1.2805402278900146,-0.35378122329711914,-0.6694482564926147,-0.6034847497940063,-1.1982836723327637
14,0.3936564326286316,-0.5912456512451172,0.874420702457428,1.3245052099227905,-0.34664392471313477,-0.6956940293312073,-0.5516476631164551,-1.1431106328964233
15,0.36411744356155396,-0.6133800148963928,0.7975863218307495,1.3404350280761719,-0.34070441126823425,-0.6955512166023254,-0.4800470173358917,-1.0896353721618652
16,0.3624562919139862,-0.6441812515258789,0.7712133526802063,1.2865588665008545,-0.3386370539665222,-0.6530150771141052,-0.39326658844947815,-1.0506393909454346
17,0.3728047013282776,-0.6513524651527405,0.6940338015556335,1.2027158737182617,-0.2717524468898773,-0.5988097190856934,-0.2417614609003067,-0.9775673151016235
18,0.38094303011894226,-0.6376393437385559,0.5953348278999329,1.1055771112442017,-0.2011340856552124,-0.5479120016098022,-0.06425788998603821,-0.8496250510215759
19,0.40250539779663086,-0.6504760384559631,0.46347707509994507,1.039146900177002,-0.16416597366333008,-0.5262035727500916,0.08270646631717682,-0.7788635492324829
20,0.4317229390144348,-0.6608527898788452,0.32216909527778625,1.0135341882705688,-0.1511436253786087,-0.5258498787879944,0.1934748888015747,-0.7625517845153809
21,0.44648483395576477,-0.6378756761550903,0.08103320002555847,1.0102133750915527,-0.14070188999176025,-0.5335060954093933,0.3302401602268219,-0.7362049221992493
22,0.4903581142425537,-0.6288758516311646,-0.17900173366069794,0.9610922336578369,-0.12532110512256622,-0.5366978049278259,0.48850154876708984,-0.7788092494010925
23,0.531682550907135,-0.6496918201446533,-0.31228864192962646,0.9065406918525696,-0.08281339704990387,-0.5362306237220764,0.6394801139831543,-0.8031718134880066
24,0.6245961785316467,-0.7767941951751709,-0.3647804856300354,0.6369783282279968,0.15848217904567719,-0.5023658871650696,0.981881856918335,-0.8996997475624084
25,0.8193415999412537,-0.8707118630409241,-0.33425378799438477,0.35483527183532715,0.36107540130615234,-0.39764854311943054,1.012237548828125,-0.9741528034210205
26,0.7713468074798584,-0.8345373272895813,-0.3431892395019531,0.31183499097824097,0.4203922152519226,-0.36451828479766846,0.907688558101654,-0.9463520646095276
27,0.7682158946990967,-0.7993301153182983,-0.3587567210197449,0.2717023193836212,0.46733275055885315,-0.36476781964302063,0.8176358342170715,-0.9201031923294067
28,0.8439295291900635,-0.8323968648910522,-0.35959428548812866,0.16855686902999878,0.5225324630737305,-0.35062074661254883,0.7983567714691162,-0.9419815540313721
29,0.94363933801651,-0.8555879592895508,-0.3623811602592468,0.02058964967727661,0.6171646118164062,-0.3779265582561493,0.7426500916481018,-0.997933030128479
30,0.9991562962532043,-0.9052431583404541,-0.2859569191932678,-0.09033219516277313,0.6796371936798096,-0.4003108739852905,0.6446745991706848,-1.058983325958252
31,0.9582617282867432,-0.8750969767570496,-0.21883927285671234,-0.05174995958805084,0.6867396831512451,-0.403544157743454,0.45447874069213867,-1.027187705039978
32,1.075829267501831,-0.9107741713523865,-0.3129426836967468,-0.28830304741859436,0.9018482565879822,-0.4162852168083191,0.35335206985473633,-0.945361316204071
33,1.1210086345672607,-0.876366913318634,-0.18137259781360626,-0.3811110556125641,1.0314964056015015,-0.4069378674030304,0.10750296711921692,-0.8994258642196655
34,1.108886957168579,-0.804321825504303,0.03870825469493866,-0.49537307024002075,1.138260006904602,-0.36372148990631104,-0.21512505412101746,-0.7619439959526062
35,1.0934158563613892,-0.7943452000617981,0.2654419541358948,-0.5024434328079224,1.1900986433029175,-0.36373287439346313,-0.40409934520721436,-0.6574667692184448
36,1.051953673362732,-0.7863889336585999,0.39643293619155884,-0.4637168049812317,1.2127808332443237,-0.4023878574371338,-0.5063040256500244,-0.5997009873390198
37,1.0246336460113525,-0.7403708100318909,0.4080042243003845,-0.25309157371520996,1.2043057680130005,-0.48091763257980347,-0.5502431988716125,-0.5394009351730347
38,1.0171221494674683,-0.7335676550865173,0.4181021451950073,-0.18749859929084778,1.1813528537750244,-0.5186415910720825,-0.5809992551803589,-0.50200355052948
39,1.0039536952972412,-0.7168436646461487,0.4481527805328369,-0.038570914417505264,1.1268528699874878,-0.5786062479019165,-0.7018299102783203,-0.5634368062019348
40,0.9220394492149353,-0.6562079191207886,0.4649299383163452,0.11258884519338608,1.0607341527938843,-0.6032152771949768,-0.7854161858558655,-0.5740552544593811
41,0.8929184675216675,-0.6263566613197327,0.5760233998298645,0.2266172170639038,0.9888259172439575,-0.6071086525917053,-0.8395259976387024,-0.5996643304824829
42,0.8054096698760986,-0.5914798974990845,0.6389437913894653,0.425534188747406,0.8508238792419434,-0.6211348176002502,-0.9433739185333252,-0.619425892829895
43,0.7051610350608826,-0.5589402914047241,0.7911405563354492,0.7787919044494629,0.6312552094459534,-0.6510430574417114,-1.1362769603729248,-0.5961436033248901
44,0.5573203563690186,-0.5617087483406067,0.8570533990859985,1.076116681098938,0.4797617793083191,-0.6849004030227661,-0.9764932990074158,-0.5753354430198669
45,0.465644508600235,-0.5894761085510254,0.8080704808235168,1.2077107429504395,0.43217864632606506,-0.6829429864883423,-0.8003942370414734,-0.5150762796401978
46,0.4143572151660919,-0.5520743131637573,0.8341889381408691,1.3225959539413452,0.39157405495643616,-0.7112860679626465,-0.6923845410346985,-0.4873855710029602
47,0.38622593879699707,-0.48053354024887085,0.8697881698608398,1.398353934288025,0.3525483310222626,-0.7602329254150391,-0.6069508194923401,-0.48682862520217896
48,0.3694763779640198,-0.45352184772491455,0.863532304763794,1.4348996877670288,0.3292764723300934,-0.7891520857810974,-0.5397852659225464,-0.4510665833950043
49,0.36271464824676514,-0.4410955309867859,0.8347868919372559,1.4449462890625,0.35385847091674805,-0.8011786937713623,-0.4724460244178772,-0.3860771358013153
50,0.35458070039749146,-0.48606783151626587,0.6442979574203491,1.4471124410629272,0.40112921595573425,-0.7895240783691406,-0.33529385924339294,-0.3285389840602875
51,0.3591877520084381,-0.47054576873779297,0.561056911945343,1.3416253328323364,0.5272771120071411,-0.7020558714866638,-0.1613410860300064,-0.2757863998413086
52,0.3523538112640381,-0.3969281315803528,0.36318445205688477,1.22450852394104,0.5971411466598511,-0.6400891542434692,0.036892250180244446,-0.23642966151237488
53,0.39051133394241333,-0.3635631799697876,0.12825244665145874,1.1235296726226807,0.6164014935493469,-0.6119129061698914,0.22963199019432068,-0.2161443829536438
54,0.3814419209957123,-0.3054022192955017,-0.08808417618274689,1.0713967084884644,0.6126940846443176,-0.5888360142707825,0.41787344217300415,-0.1300506591796875
55,0.3392174541950226,-0.2642688751220703,-0.15139518678188324,1.1026735305786133,0.6076473593711853,-0.6049485802650452,0.4753063917160034,-0.11590135097503662
56,0.31924179196357727,-0.263738214969635,-0.20256374776363373,1.112544298171997,0.6028758883476257,-0.6039561033248901,0.5301210284233093,-0.07022887468338013
57,0.3220798373222351,-0.2770423889160156,-0.353817880153656,1.1736668348312378,0.5979025363922119,-0.6718196272850037,0.6160450577735901,0.009955424815416336
58,0.3918517529964447,-0.3499119281768799,-0.48967933654785156,1.0933427810668945,0.6256963610649109,-0.6765766739845276,0.7711277008056641,0.028452659025788307
59,0.47005495429039,-0.43519920110702515,-0.6388801336288452,0.8316096067428589,0.7607412934303284,-0.6635372042655945,1.0727087259292603,0.004175066947937012
60,0.57978755235672,-0.45432084798812866,-0.7628962993621826,0.6311042308807373,0.9083147048950195,-0.6042022109031677,1.2336622476577759,-0.009327277541160583
61,0.7017800211906433,-0.42781904339790344,-0.833772599697113,0.44582080841064453,1.0172181129455566,-0.5931324362754822,1.192059874534607,-0.026745647192001343
62,0.8159810900688171,-0.43014806509017944,-0.8109682202339172,0.34296324849128723,1.1173213720321655,-0.6024590134620667,1.1115460395812988,-0.04097260907292366
63,0.9608004689216614,-0.42022889852523804,-0.8128321766853333,0.25076824426651,1.1970484256744385,-0.5948582291603088,1.022268295288086,-0.006638910621404648
64,1.0394562482833862,-0.3764382600784302,-0.8195527195930481,0.23287257552146912,1.2757573127746582,-0.6343384981155396,0.8986290693283081,0.06508712470531464
65,1.1213985681533813,-0.3202030658721924,-0.8297818303108215,0.23526141047477722,1.3166279792785645,-0.6434174180030823,0.7762690782546997,0.11295793950557709
66,1.1208460330963135,-0.2068423479795456,-0.8605900406837463,0.31119492650032043,1.3148481845855713,-0.7300437092781067,0.6085605621337891,0.1649930477142334
67,1.1683019399642944,-0.1514965444803238,-0.8879842162132263,0.22674515843391418,1.4098178148269653,-0.8389245271682739,0.5143805146217346,0.23385749757289886
68,1.279942274093628,-0.1741517335176468,-0.8287041783332825,-0.013473238795995712,1.6514712572097778,-0.9305935502052307,0.22378197312355042,0.2628309726715088
69,1.2397795915603638,-0.2084626704454422,-0.5380083918571472,-0.06862272322177887,1.840713620185852,-0.9701331257820129,-0.061514247208833694,0.291567325592041
70,1.0960215330123901,-0.1289694607257843,-0.47092199325561523,-0.2063886821269989,1.8978811502456665,-0.9931567907333374,-0.12923069298267365,0.22744141519069672
71,0.9893717765808105,-0.10897091031074524,-0.3497391939163208,-0.07741081714630127,1.9510835409164429,-1.0543410778045654,-0.19823504984378815,0.2348230481147766
72,0.9060749411582947,-0.09350630640983582,-0.1621456891298294,-0.01421254500746727,1.9356170892715454,-1.0376224517822266,-0.29228824377059937,0.2993669807910919
73,0.8561661839485168,-0.13428965210914612,0.08487659692764282,0.02993886172771454,1.9412814378738403,-1.0500816106796265,-0.3755588233470917,0.3619942367076874
74,0.8445183038711548,-0.1499519795179367,0.190540611743927,0.04184257984161377,1.9434436559677124,-1.0257478952407837,-0.4112635850906372,0.39437851309776306
75,0.8121494650840759,-0.09150128066539764,0.28449779748916626,0.187337726354599,1.9900357723236084,-1.0626893043518066,-0.5091522932052612,0.363760381937027
76,0.7144235968589783,0.023411300033330917,0.4559718370437622,0.4279209077358246,1.9436964988708496,-1.0714737176895142,-0.699079155921936,0.3435359001159668
77,0.6095587015151978,0.1044687032699585,0.5264775156974792,0.7196953892707825,1.764197826385498,-1.0623592138290405,-0.8629193305969238,0.36644500494003296
78,0.4962790608406067,0.12807929515838623,0.6116409301757812,1.1017903089523315,1.5024555921554565,-1.1218708753585815,-1.1100844144821167,0.3825618028640747
79,0.44147393107414246,0.15575024485588074,0.6228737235069275,1.2309921979904175,1.3723376989364624,-1.1385564804077148,-1.0590543746948242,0.4235711097717285
80,0.3528558313846588,0.11527334898710251,0.6748012900352478,1.3758316040039062,1.2053252458572388,-1.1479747295379639,-0.8882899284362793,0.3694162666797638
81,0.15173731744289398,0.02432243898510933,0.8078296780586243,1.6427770853042603,0.8674535751342773,-1.3068288564682007,-0.727971076965332,0.4487847685813904
82,0.015451712533831596,0.06812800467014313,0.8140994906425476,1.76252281665802,0.7672324776649475,-1.3623018264770508,-0.6343339681625366,0.4280341863632202
83,-0.041212230920791626,0.10260936617851257,0.775656521320343,1.7817440032958984,0.7721335291862488,-1.3445208072662354,-0.5113630890846252,0.42273852229118347
84,-0.10825488716363907,0.16095273196697235,0.751369833946228,1.7647628784179688,0.815666139125824,-1.293302297592163,-0.39080747961997986,0.4128795564174652
85,-0.12405753135681152,0.09642766416072845,0.7795161008834839,1.7374979257583618,0.7966116070747375,-1.2791197299957275,-0.3211427927017212,0.3525473475456238
86,-0.17317122220993042,0.032364942133426666,0.6874510049819946,1.712289571762085,0.8468824625015259,-1.2877715826034546,-0.19136419892311096,0.3110039234161377
87,-0.15510126948356628,-0.06820809841156006,0.45262211561203003,1.4574803113937378,1.0638892650604248,-1.2098171710968018,0.22377464175224304,0.37379953265190125
88,-0.07871530950069427,-0.1086164265871048,0.291239857673645,1.3148189783096313,1.100023627281189,-1.1202318668365479,0.4629861116409302,0.47043731808662415
